Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
14:23:40 Jul 20 2026,98,58,0,0,0
14:23:44 Jul 20 2026,98,58,0,0,0
14:23:48 Jul 20 2026,98,60,0,0,0
14:23:52 Jul 20 2026,98,60,0,0,0
14:23:56 Jul 20 2026,98,61,0,0,0
14:24:00 Jul 20 2026,98,61,0,0,0
14:24:04 Jul 20 2026,98,56,0,0,0
14:24:08 Jul 20 2026,98,54,0,0,0
14:24:12 Jul 20 2026,98,53,0,0,0
14:24:16 Jul 20 2026,98,53,0,0,0
14:24:20 Jul 20 2026,98,53,0,0,0
14:24:24 Jul 20 2026,98,56,0,0,0
14:24:28 Jul 20 2026,98,57,0,0,0
14:24:32 Jul 20 2026,97,58,0,0,0
14:24:36 Jul 20 2026,98,62,0,0,0
14:24:40 Jul 20 2026,98,64,0,0,0
14:24:44 Jul 20 2026,98,63,1,0,0
14:24:48 Jul 20 2026,98,63,0,0,0
14:24:52 Jul 20 2026,98,65,0,0,0
14:24:56 Jul 20 2026,98,69,0,0,0
14:25:00 Jul 20 2026,98,68,0,0,0
14:25:04 Jul 20 2026,98,64,0,0,0
14:25:08 Jul 20 2026,98,62,0,0,0
14:25:12 Jul 20 2026,98,61,0,0,0
14:25:16 Jul 20 2026,98,60,0,0,0
14:25:20 Jul 20 2026,98,60,0,0,0
14:25:24 Jul 20 2026,98,63,0,0,0
14:25:28 Jul 20 2026,98,65,0,0,0
14:25:32 Jul 20 2026,98,63,0,0,0
14:25:36 Jul 20 2026,98,60,0,0,0
14:25:40 Jul 20 2026,98,59,0,0,0
14:25:44 Jul 20 2026,98,57,0,0,0
14:25:48 Jul 20 2026,98,55,0,0,0
14:25:52 Jul 20 2026,98,56,0,0,0
14:25:56 Jul 20 2026,98,57,0,0,0
14:26:00 Jul 20 2026,98,57,0,0,0
14:26:04 Jul 20 2026,98,57,0,0,0
14:26:08 Jul 20 2026,98,60,0,0,0
14:26:12 Jul 20 2026,98,60,0,0,0
14:26:16 Jul 20 2026,98,60,0,0,0
14:26:20 Jul 20 2026,98,59,0,0,0
14:26:24 Jul 20 2026,98,60,1,0,0
14:26:28 Jul 20 2026,98,60,0,0,0
14:26:32 Jul 20 2026,98,61,0,0,0
14:26:36 Jul 20 2026,98,62,0,0,0
14:26:40 Jul 20 2026,98,61,0,0,0
14:26:44 Jul 20 2026,98,60,0,0,0
14:26:48 Jul 20 2026,98,60,0,0,0
14:26:52 Jul 20 2026,98,59,0,0,0
14:26:56 Jul 20 2026,98,59,0,0,0
14:27:00 Jul 20 2026,98,60,0,0,0
14:27:04 Jul 20 2026,98,61,0,0,0
14:27:08 Jul 20 2026,98,62,0,0,0
14:27:12 Jul 20 2026,98,60,0,0,0
14:27:16 Jul 20 2026,98,58,0,0,0
14:27:20 Jul 20 2026,98,58,3,0,0
14:27:24 Jul 20 2026,98,58,0,0,0
14:27:28 Jul 20 2026,98,58,0,0,0
14:27:32 Jul 20 2026,98,57,13,0,0
14:27:36 Jul 20 2026,98,59,0,0,0
14:27:40 Jul 20 2026,98,59,0,0,0
14:27:44 Jul 20 2026,98,57,0,0,0
14:27:48 Jul 20 2026,98,55,0,0,0
14:27:52 Jul 20 2026,98,55,0,0,0
14:27:56 Jul 20 2026,98,55,0,0,0
14:28:00 Jul 20 2026,98,56,0,0,0
14:28:04 Jul 20 2026,98,56,0,0,0
14:28:08 Jul 20 2026,98,57,0,0,0
14:28:12 Jul 20 2026,98,59,0,0,0
14:28:16 Jul 20 2026,98,59,0,0,0
14:28:20 Jul 20 2026,98,60,0,0,0
14:28:24 Jul 20 2026,98,60,0,0,0
14:28:28 Jul 20 2026,98,58,0,0,0
14:28:32 Jul 20 2026,98,57,0,0,0
14:28:36 Jul 20 2026,98,59,0,0,0
14:28:40 Jul 20 2026,98,58,0,0,0
14:28:44 Jul 20 2026,98,58,0,0,0
14:28:48 Jul 20 2026,98,59,0,0,0
14:28:52 Jul 20 2026,98,60,0,0,0
14:28:56 Jul 20 2026,98,61,0,0,0
14:29:00 Jul 20 2026,98,60,0,0,0
14:29:04 Jul 20 2026,98,62,0,0,0
14:29:08 Jul 20 2026,98,63,2,0,0
14:29:12 Jul 20 2026,98,63,2,0,0
14:29:16 Jul 20 2026,98,62,0,0,0
14:29:20 Jul 20 2026,98,62,0,0,0
14:29:24 Jul 20 2026,98,61,0,0,0
14:29:28 Jul 20 2026,98,59,0,0,0
14:29:32 Jul 20 2026,98,57,0,0,0
14:29:36 Jul 20 2026,98,55,0,0,0
14:29:40 Jul 20 2026,98,54,0,0,0
14:29:44 Jul 20 2026,98,56,0,0,0
14:29:48 Jul 20 2026,98,54,0,0,0
14:29:52 Jul 20 2026,98,50,0,0,0
14:29:56 Jul 20 2026,98,54,0,0,0
14:30:00 Jul 20 2026,98,58,0,0,0
14:30:04 Jul 20 2026,98,63,0,0,0
14:30:08 Jul 20 2026,98,63,0,0,0
14:30:12 Jul 20 2026,98,63,0,0,0
14:30:16 Jul 20 2026,98,64,0,0,0
14:30:20 Jul 20 2026,98,63,0,0,0
14:30:24 Jul 20 2026,98,60,0,0,0
14:30:28 Jul 20 2026,98,59,0,0,0
14:30:32 Jul 20 2026,98,59,0,0,0
14:30:36 Jul 20 2026,98,60,0,0,0
14:30:40 Jul 20 2026,98,60,0,0,0
14:30:44 Jul 20 2026,98,59,0,0,0
14:30:48 Jul 20 2026,98,59,0,0,0
14:30:52 Jul 20 2026,98,57,0,0,0
14:30:56 Jul 20 2026,98,54,0,0,0
14:31:00 Jul 20 2026,98,52,0,0,0
14:31:04 Jul 20 2026,98,54,0,0,0
14:31:08 Jul 20 2026,98,55,0,0,0
14:31:12 Jul 20 2026,98,55,0,0,0
14:31:16 Jul 20 2026,98,53,0,0,0
14:31:20 Jul 20 2026,98,52,0,0,0
14:31:24 Jul 20 2026,98,54,0,0,0
14:31:28 Jul 20 2026,98,56,0,0,0
14:31:32 Jul 20 2026,97,55,1,0,0
14:31:36 Jul 20 2026,98,58,0,0,0
14:31:40 Jul 20 2026,98,59,0,0,0
14:31:44 Jul 20 2026,98,58,0,0,0
14:31:48 Jul 20 2026,98,58,0,0,0
14:31:52 Jul 20 2026,98,58,0,0,0
14:31:56 Jul 20 2026,98,58,3,0,0
14:32:00 Jul 20 2026,98,59,0,0,0
14:32:04 Jul 20 2026,98,61,12,0,0
14:32:08 Jul 20 2026,98,61,4,0,0
14:32:12 Jul 20 2026,98,61,9,0,0
14:32:16 Jul 20 2026,98,61,5,0,0
14:32:20 Jul 20 2026,98,64,3,0,0
14:32:24 Jul 20 2026,98,64,0,0,0
14:32:28 Jul 20 2026,98,67,0,0,0
14:32:32 Jul 20 2026,98,67,0,0,0
14:32:36 Jul 20 2026,98,62,0,0,0
14:32:40 Jul 20 2026,98,58,0,0,0
14:32:44 Jul 20 2026,98,58,0,0,0
14:32:48 Jul 20 2026,98,58,0,0,0
14:32:52 Jul 20 2026,98,57,0,0,0
14:32:56 Jul 20 2026,98,57,1,0,0
14:33:00 Jul 20 2026,98,57,0,0,0
14:33:04 Jul 20 2026,98,56,0,0,0
14:33:08 Jul 20 2026,98,54,0,0,0
14:33:12 Jul 20 2026,99,52,0,0,0
14:33:16 Jul 20 2026,98,50,0,0,0
14:33:20 Jul 20 2026,98,50,0,0,0
14:33:24 Jul 20 2026,98,50,0,0,0
14:33:28 Jul 20 2026,98,49,0,0,0
14:33:32 Jul 20 2026,98,48,0,0,0
14:33:36 Jul 20 2026,98,49,0,0,0
14:33:40 Jul 20 2026,98,49,1,0,0
14:33:44 Jul 20 2026,98,49,1,0,0
14:33:48 Jul 20 2026,98,53,0,0,0
14:33:52 Jul 20 2026,98,59,0,0,0
14:33:56 Jul 20 2026,99,59,0,0,0
14:34:00 Jul 20 2026,99,58,0,0,0
14:34:04 Jul 20 2026,99,58,0,0,0
14:34:08 Jul 20 2026,98,59,0,0,0
14:34:12 Jul 20 2026,98,59,0,0,0
14:34:16 Jul 20 2026,98,56,0,0,0
14:34:20 Jul 20 2026,98,55,0,0,0
14:34:24 Jul 20 2026,98,54,0,0,0
14:34:28 Jul 20 2026,98,57,0,0,0
14:34:32 Jul 20 2026,98,58,1,0,0
14:34:36 Jul 20 2026,98,58,3,0,0
14:34:40 Jul 20 2026,98,60,0,0,0
14:34:44 Jul 20 2026,98,59,0,0,0
14:34:48 Jul 20 2026,98,58,0,0,0
14:34:52 Jul 20 2026,98,57,0,0,0
14:34:56 Jul 20 2026,98,54,0,0,0
14:35:00 Jul 20 2026,98,52,0,0,0
14:35:04 Jul 20 2026,98,52,0,0,0
14:35:08 Jul 20 2026,98,52,2,0,0
14:35:12 Jul 20 2026,98,52,0,0,0
14:35:16 Jul 20 2026,98,52,0,0,0
14:35:20 Jul 20 2026,98,52,0,0,0
14:35:24 Jul 20 2026,98,54,0,0,0
14:35:28 Jul 20 2026,98,57,0,0,0
14:35:32 Jul 20 2026,98,57,0,0,0
14:35:36 Jul 20 2026,98,57,0,0,0
14:35:40 Jul 20 2026,98,61,0,0,0
14:35:44 Jul 20 2026,98,63,0,0,0
14:35:48 Jul 20 2026,98,64,3,0,0
14:35:52 Jul 20 2026,98,67,0,0,0
14:35:56 Jul 20 2026,98,64,0,0,0
14:36:00 Jul 20 2026,98,57,0,0,0
14:36:04 Jul 20 2026,98,57,0,0,0
14:36:08 Jul 20 2026,98,57,0,0,0
14:36:12 Jul 20 2026,98,54,0,0,0
14:36:16 Jul 20 2026,98,51,0,0,0
14:36:20 Jul 20 2026,98,52,0,0,0
14:36:24 Jul 20 2026,98,54,0,0,0
14:36:28 Jul 20 2026,98,56,0,0,0
14:36:32 Jul 20 2026,98,57,0,0,0
14:36:36 Jul 20 2026,98,59,0,0,0
14:36:40 Jul 20 2026,98,61,0,0,0
14:36:44 Jul 20 2026,98,61,0,0,0
14:36:48 Jul 20 2026,98,60,0,0,0
14:36:52 Jul 20 2026,98,59,0,0,0
14:36:56 Jul 20 2026,98,60,0,0,0
14:37:00 Jul 20 2026,98,58,0,0,0
14:37:04 Jul 20 2026,98,58,0,0,0
14:37:08 Jul 20 2026,98,59,0,0,0
14:37:12 Jul 20 2026,98,59,0,0,0
14:37:16 Jul 20 2026,98,59,0,0,0
14:37:20 Jul 20 2026,98,60,0,0,0
14:37:24 Jul 20 2026,98,59,0,0,0
14:37:28 Jul 20 2026,98,58,0,0,0
14:37:32 Jul 20 2026,98,58,0,0,0
14:37:36 Jul 20 2026,98,60,0,0,0
14:37:40 Jul 20 2026,98,60,0,0,0
14:37:44 Jul 20 2026,98,61,0,0,0
14:37:48 Jul 20 2026,98,62,0,0,0
14:37:52 Jul 20 2026,98,59,0,0,0
14:37:56 Jul 20 2026,98,57,0,0,0
14:38:00 Jul 20 2026,98,59,2,0,0
14:38:04 Jul 20 2026,98,60,0,0,0
14:38:08 Jul 20 2026,98,61,0,0,0
14:38:12 Jul 20 2026,98,63,0,0,0
14:38:16 Jul 20 2026,98,66,0,0,0
14:38:20 Jul 20 2026,98,69,0,0,0
14:38:24 Jul 20 2026,98,70,0,0,0
14:38:28 Jul 20 2026,98,68,0,0,0
14:38:32 Jul 20 2026,98,68,0,0,0
14:38:36 Jul 20 2026,98,70,0,0,0
14:38:40 Jul 20 2026,98,72,0,0,0
14:38:44 Jul 20 2026,98,71,0,0,0
14:38:48 Jul 20 2026,98,69,0,0,0
14:38:52 Jul 20 2026,98,67,3,0,0
14:38:56 Jul 20 2026,98,64,0,0,0
14:39:00 Jul 20 2026,98,62,0,0,0
14:39:04 Jul 20 2026,98,60,0,0,0
14:39:08 Jul 20 2026,98,57,0,0,0
14:39:12 Jul 20 2026,98,56,0,0,0
14:39:16 Jul 20 2026,98,56,0,0,0
14:39:20 Jul 20 2026,98,56,0,0,0
14:39:24 Jul 20 2026,98,56,0,0,0
14:39:28 Jul 20 2026,98,56,0,0,0
14:39:32 Jul 20 2026,98,56,0,0,0
14:39:36 Jul 20 2026,98,56,0,0,0
14:39:40 Jul 20 2026,97,58,1,0,0
14:39:44 Jul 20 2026,98,57,0,0,0
14:39:48 Jul 20 2026,98,57,0,0,0
14:39:52 Jul 20 2026,98,56,0,0,0
14:39:56 Jul 20 2026,98,55,0,0,0
14:40:00 Jul 20 2026,98,56,0,0,0
14:40:04 Jul 20 2026,98,56,0,0,0
14:40:08 Jul 20 2026,98,53,0,0,0
14:40:12 Jul 20 2026,98,50,0,0,0
14:40:16 Jul 20 2026,98,53,0,0,0
14:40:20 Jul 20 2026,98,56,0,0,0
14:40:24 Jul 20 2026,98,60,0,0,0
14:40:28 Jul 20 2026,98,61,0,0,0
14:40:32 Jul 20 2026,98,65,0,0,0
14:40:36 Jul 20 2026,98,67,0,0,0
14:40:40 Jul 20 2026,98,65,0,0,0
14:40:44 Jul 20 2026,98,62,0,0,0
14:40:48 Jul 20 2026,98,66,0,0,0
14:40:52 Jul 20 2026,98,66,0,0,0
14:40:56 Jul 20 2026,98,64,0,0,0
14:41:00 Jul 20 2026,98,61,0,0,0
14:41:04 Jul 20 2026,98,59,0,0,0
14:41:08 Jul 20 2026,98,59,0,0,0
14:41:12 Jul 20 2026,98,61,0,0,0
14:41:16 Jul 20 2026,98,60,0,0,0
14:41:20 Jul 20 2026,98,59,0,0,0
14:41:24 Jul 20 2026,98,61,0,0,0
14:41:28 Jul 20 2026,98,61,0,0,0
14:41:32 Jul 20 2026,98,59,0,0,0
14:41:36 Jul 20 2026,98,57,0,0,0
14:41:40 Jul 20 2026,98,57,0,0,0
14:41:44 Jul 20 2026,98,59,0,0,0
14:41:48 Jul 20 2026,98,58,0,0,0
14:41:52 Jul 20 2026,98,58,0,0,0
14:41:56 Jul 20 2026,98,60,0,0,0
14:42:00 Jul 20 2026,98,62,0,0,0
14:42:04 Jul 20 2026,98,60,0,0,0
14:42:08 Jul 20 2026,98,59,0,0,0
14:42:12 Jul 20 2026,98,58,0,0,0
14:42:16 Jul 20 2026,98,58,0,0,0
14:42:20 Jul 20 2026,98,59,0,0,0
14:42:24 Jul 20 2026,98,58,0,0,0
14:42:28 Jul 20 2026,98,59,0,0,0
14:42:32 Jul 20 2026,98,60,0,0,0
14:42:36 Jul 20 2026,98,59,0,0,0
14:42:40 Jul 20 2026,98,60,1,0,0
14:42:44 Jul 20 2026,98,64,0,0,0
14:42:48 Jul 20 2026,98,64,0,0,0
14:42:52 Jul 20 2026,98,61,3,0,0
14:42:56 Jul 20 2026,98,60,0,0,0
14:43:00 Jul 20 2026,98,59,0,0,0
14:43:04 Jul 20 2026,98,58,0,0,0
14:43:08 Jul 20 2026,98,57,0,0,0
14:43:12 Jul 20 2026,98,55,0,0,0
14:43:16 Jul 20 2026,98,53,0,0,0
14:43:20 Jul 20 2026,98,53,0,0,0
14:43:24 Jul 20 2026,98,53,0,0,0
14:43:28 Jul 20 2026,98,55,2,0,0
14:43:32 Jul 20 2026,98,55,0,0,0
14:43:36 Jul 20 2026,98,58,1,0,0
14:43:40 Jul 20 2026,97,59,0,0,0
14:43:44 Jul 20 2026,97,59,0,0,0
14:43:48 Jul 20 2026,98,57,0,0,0
14:43:52 Jul 20 2026,98,58,1,0,0
14:43:56 Jul 20 2026,98,58,0,0,0
14:44:00 Jul 20 2026,98,59,0,0,0
14:44:04 Jul 20 2026,98,59,1,0,0
14:44:08 Jul 20 2026,98,59,0,0,0
14:44:12 Jul 20 2026,98,58,0,0,0
14:44:16 Jul 20 2026,98,57,0,0,0
14:44:20 Jul 20 2026,98,59,0,0,0
14:44:24 Jul 20 2026,98,61,0,0,0
14:44:28 Jul 20 2026,98,64,0,0,0
14:44:32 Jul 20 2026,98,64,0,0,0
14:44:36 Jul 20 2026,98,65,0,0,0
14:44:40 Jul 20 2026,98,62,0,0,0
14:44:44 Jul 20 2026,98,62,7,0,0
14:44:48 Jul 20 2026,98,61,0,0,0
14:44:52 Jul 20 2026,98,61,0,0,0
14:44:56 Jul 20 2026,99,60,3,0,0
14:45:00 Jul 20 2026,99,60,0,0,0
14:45:04 Jul 20 2026,99,62,0,0,0
14:45:08 Jul 20 2026,98,61,0,0,0
14:45:12 Jul 20 2026,98,59,0,0,0
14:45:16 Jul 20 2026,98,58,0,0,0
14:45:20 Jul 20 2026,98,57,0,0,0
14:45:24 Jul 20 2026,98,56,0,0,0
14:45:28 Jul 20 2026,98,56,0,0,0
14:45:32 Jul 20 2026,98,56,0,0,0
14:45:36 Jul 20 2026,98,56,0,0,0
14:45:40 Jul 20 2026,98,55,0,0,0
14:45:44 Jul 20 2026,98,57,0,0,0
14:45:48 Jul 20 2026,98,56,0,0,0
14:45:52 Jul 20 2026,98,56,0,0,0
14:45:56 Jul 20 2026,98,57,0,0,0
14:46:00 Jul 20 2026,98,58,0,0,0
14:46:04 Jul 20 2026,98,58,0,0,0
14:46:08 Jul 20 2026,98,59,0,0,0
14:46:12 Jul 20 2026,98,60,0,0,0
14:46:16 Jul 20 2026,98,59,0,0,0
14:46:20 Jul 20 2026,98,60,0,0,0
14:46:24 Jul 20 2026,98,61,0,0,0
14:46:28 Jul 20 2026,98,61,0,0,0
14:46:32 Jul 20 2026,98,60,0,0,0
14:46:36 Jul 20 2026,98,57,0,0,0
14:46:40 Jul 20 2026,98,57,0,0,0
14:46:44 Jul 20 2026,98,60,0,0,0
14:46:48 Jul 20 2026,98,60,0,0,0
14:46:52 Jul 20 2026,98,60,0,0,0
14:46:56 Jul 20 2026,98,62,0,0,0
14:47:00 Jul 20 2026,98,63,0,0,0
14:47:04 Jul 20 2026,98,61,0,0,0
14:47:08 Jul 20 2026,98,61,0,0,0
14:47:12 Jul 20 2026,98,60,0,0,0
14:47:16 Jul 20 2026,98,58,0,0,0
14:47:20 Jul 20 2026,98,55,0,0,0
14:47:24 Jul 20 2026,98,55,0,0,0
14:47:28 Jul 20 2026,98,57,0,0,0
14:47:32 Jul 20 2026,98,57,0,0,0
14:47:36 Jul 20 2026,98,58,0,0,0
14:47:40 Jul 20 2026,98,60,0,0,0
14:47:44 Jul 20 2026,98,61,0,0,0
14:47:48 Jul 20 2026,98,58,0,0,0
14:47:52 Jul 20 2026,98,58,0,0,0
14:47:56 Jul 20 2026,98,60,0,0,0
14:48:00 Jul 20 2026,98,60,0,0,0
14:48:04 Jul 20 2026,98,61,0,0,0
14:48:08 Jul 20 2026,98,62,0,0,0
14:48:12 Jul 20 2026,98,62,6,0,0
14:48:16 Jul 20 2026,98,63,0,0,0
14:48:20 Jul 20 2026,98,65,0,0,0
14:48:24 Jul 20 2026,98,65,0,0,0
14:48:28 Jul 20 2026,98,65,65,0,0
14:48:32 Jul 20 2026,98,66,5,0,0
14:48:36 Jul 20 2026,98,62,0,0,0
14:48:40 Jul 20 2026,98,59,0,0,0
14:48:44 Jul 20 2026,98,57,0,0,0
14:48:48 Jul 20 2026,98,56,0,0,0
14:48:52 Jul 20 2026,98,56,0,0,0
14:48:56 Jul 20 2026,98,58,0,0,0
14:49:00 Jul 20 2026,98,57,0,0,0
14:49:04 Jul 20 2026,98,55,0,0,0
14:49:08 Jul 20 2026,98,55,0,0,0
14:49:12 Jul 20 2026,98,55,0,0,0
14:49:16 Jul 20 2026,99,53,0,0,0
14:49:20 Jul 20 2026,99,53,0,0,0
14:49:24 Jul 20 2026,99,53,0,0,0
14:49:28 Jul 20 2026,99,54,0,0,0
14:49:32 Jul 20 2026,99,53,0,0,0
14:49:36 Jul 20 2026,99,54,1,0,0
14:49:40 Jul 20 2026,99,59,0,0,0
14:49:44 Jul 20 2026,98,63,0,0,0
14:49:48 Jul 20 2026,98,61,0,0,0
14:49:52 Jul 20 2026,98,58,0,0,0
14:49:56 Jul 20 2026,99,55,0,0,0
14:50:00 Jul 20 2026,98,55,0,0,0
14:50:04 Jul 20 2026,98,55,2,0,0
14:50:08 Jul 20 2026,98,55,20,0,0
14:50:12 Jul 20 2026,98,55,2,0,0
14:50:16 Jul 20 2026,98,55,26,0,0
14:50:20 Jul 20 2026,98,59,0,0,0
14:50:24 Jul 20 2026,98,61,0,0,0
14:50:28 Jul 20 2026,98,59,0,0,0
14:50:32 Jul 20 2026,98,58,0,0,0
14:50:36 Jul 20 2026,98,56,0,0,0
14:50:40 Jul 20 2026,98,56,1,0,0
14:50:44 Jul 20 2026,98,58,0,0,0
14:50:48 Jul 20 2026,98,58,0,0,0
14:50:52 Jul 20 2026,98,58,0,0,0
14:50:56 Jul 20 2026,98,58,0,0,0
14:51:00 Jul 20 2026,98,55,0,0,0
14:51:04 Jul 20 2026,98,53,0,0,0
14:51:08 Jul 20 2026,98,54,0,0,0
14:51:12 Jul 20 2026,98,53,0,0,0
14:51:16 Jul 20 2026,98,54,0,0,0
14:51:20 Jul 20 2026,98,54,0,0,0
14:51:24 Jul 20 2026,98,55,0,0,0
14:51:28 Jul 20 2026,98,57,0,0,0
14:51:32 Jul 20 2026,98,59,1,0,0
14:51:36 Jul 20 2026,98,63,0,0,0
14:51:40 Jul 20 2026,98,63,0,0,0
14:51:44 Jul 20 2026,98,61,0,0,0
14:51:48 Jul 20 2026,98,62,0,0,0
14:51:52 Jul 20 2026,98,61,0,0,0
14:51:56 Jul 20 2026,98,60,0,0,0
14:52:00 Jul 20 2026,98,57,0,0,0
14:52:04 Jul 20 2026,98,57,0,0,0
14:52:08 Jul 20 2026,98,62,0,0,0
14:52:12 Jul 20 2026,98,63,0,0,0
14:52:16 Jul 20 2026,98,62,0,0,0
14:52:20 Jul 20 2026,98,61,0,0,0
14:52:24 Jul 20 2026,98,61,0,0,0
14:52:28 Jul 20 2026,98,61,0,0,0
14:52:32 Jul 20 2026,98,60,0,0,0
14:52:36 Jul 20 2026,98,60,1,0,0
14:52:40 Jul 20 2026,98,60,2,0,0
14:52:44 Jul 20 2026,98,63,0,0,0
14:52:48 Jul 20 2026,98,66,0,0,0
14:52:52 Jul 20 2026,98,67,1,0,0
14:52:56 Jul 20 2026,98,61,0,0,0
14:53:00 Jul 20 2026,98,59,0,0,0
14:53:04 Jul 20 2026,98,59,1,0,0
14:53:08 Jul 20 2026,98,59,0,0,0
14:53:12 Jul 20 2026,98,59,1,0,0
14:53:16 Jul 20 2026,98,58,0,0,0
14:53:20 Jul 20 2026,98,56,0,0,0
14:53:24 Jul 20 2026,98,55,0,0,0
14:53:28 Jul 20 2026,98,55,0,0,0
14:53:32 Jul 20 2026,98,55,0,0,0
14:53:36 Jul 20 2026,98,56,0,0,0
14:53:40 Jul 20 2026,98,56,0,0,0
14:53:44 Jul 20 2026,98,57,0,0,0
14:53:48 Jul 20 2026,98,56,0,0,0
14:53:52 Jul 20 2026,98,57,7,0,0
14:53:56 Jul 20 2026,98,58,3,0,0
14:54:00 Jul 20 2026,98,60,0,0,0
14:54:04 Jul 20 2026,98,60,0,0,0
14:54:08 Jul 20 2026,97,59,0,0,0
14:54:12 Jul 20 2026,98,59,0,0,0
14:54:16 Jul 20 2026,98,58,0,0,0
14:54:20 Jul 20 2026,98,58,0,0,0
14:54:24 Jul 20 2026,99,58,0,0,0
14:54:28 Jul 20 2026,99,55,0,0,0
14:54:32 Jul 20 2026,98,54,0,0,0
14:54:36 Jul 20 2026,98,55,0,0,0
14:54:40 Jul 20 2026,98,53,0,0,0
14:54:44 Jul 20 2026,98,51,0,0,0
14:54:48 Jul 20 2026,98,52,1,0,0
14:54:52 Jul 20 2026,98,54,0,0,0
14:54:56 Jul 20 2026,98,56,0,0,0
14:55:00 Jul 20 2026,98,57,0,0,0
14:55:04 Jul 20 2026,98,58,4,0,0
14:55:08 Jul 20 2026,98,58,14,0,0
14:55:12 Jul 20 2026,98,58,1,0,0
14:55:16 Jul 20 2026,98,59,0,0,0
14:55:20 Jul 20 2026,98,58,3,0,0
14:55:24 Jul 20 2026,98,58,12,0,0
14:55:28 Jul 20 2026,98,59,1,0,0
14:55:32 Jul 20 2026,98,59,4,0,0
14:55:36 Jul 20 2026,98,59,0,0,0
14:55:40 Jul 20 2026,98,58,0,0,0
14:55:44 Jul 20 2026,98,60,4,0,0
14:55:48 Jul 20 2026,98,59,0,0,0
14:55:52 Jul 20 2026,98,61,0,0,0
14:55:56 Jul 20 2026,98,58,0,0,0
14:56:00 Jul 20 2026,98,55,0,0,0
14:56:04 Jul 20 2026,98,55,0,0,0
14:56:08 Jul 20 2026,98,55,0,0,0
14:56:12 Jul 20 2026,98,56,0,0,0
14:56:16 Jul 20 2026,98,56,0,0,0
14:56:20 Jul 20 2026,98,56,0,0,0
14:56:24 Jul 20 2026,98,56,0,0,0
14:56:28 Jul 20 2026,98,54,0,0,0
14:56:32 Jul 20 2026,98,54,5,0,0
14:56:36 Jul 20 2026,98,55,0,0,0
14:56:40 Jul 20 2026,98,56,3,0,0
14:56:44 Jul 20 2026,98,59,0,0,0
14:56:48 Jul 20 2026,98,59,2,0,0
14:56:52 Jul 20 2026,99,60,1,0,0
14:56:56 Jul 20 2026,99,59,0,0,0
14:57:00 Jul 20 2026,98,58,0,0,0
14:57:04 Jul 20 2026,98,57,0,0,0
14:57:08 Jul 20 2026,98,56,0,0,0
14:57:12 Jul 20 2026,98,55,0,0,0
14:57:16 Jul 20 2026,98,55,0,0,0
14:57:20 Jul 20 2026,98,52,0,0,0
14:57:24 Jul 20 2026,98,52,0,0,0
14:57:28 Jul 20 2026,98,52,0,0,0
14:57:32 Jul 20 2026,98,51,0,0,0
14:57:36 Jul 20 2026,98,54,0,0,0
14:57:40 Jul 20 2026,98,56,0,0,0
14:57:44 Jul 20 2026,98,60,0,0,0
14:57:48 Jul 20 2026,98,62,0,0,0
14:57:52 Jul 20 2026,98,63,0,0,0
14:57:56 Jul 20 2026,98,64,0,0,0
14:58:00 Jul 20 2026,98,64,0,0,0
14:58:04 Jul 20 2026,98,63,0,0,0
14:58:08 Jul 20 2026,98,62,0,0,0
14:58:12 Jul 20 2026,98,63,0,0,0
14:58:16 Jul 20 2026,98,66,0,0,0
14:58:20 Jul 20 2026,98,66,0,0,0
14:58:24 Jul 20 2026,98,64,0,0,0
14:58:28 Jul 20 2026,98,65,0,0,0
14:58:32 Jul 20 2026,98,65,0,0,0
14:58:36 Jul 20 2026,98,63,0,0,0
14:58:40 Jul 20 2026,98,62,0,0,0
14:58:44 Jul 20 2026,98,63,0,0,0
14:58:48 Jul 20 2026,98,62,0,0,0
14:58:52 Jul 20 2026,98,62,0,0,0
14:58:56 Jul 20 2026,98,63,0,0,0
14:59:00 Jul 20 2026,98,61,0,0,0
14:59:04 Jul 20 2026,98,58,0,0,0
14:59:08 Jul 20 2026,98,57,12,0,0
14:59:12 Jul 20 2026,98,57,0,0,0
14:59:16 Jul 20 2026,98,57,1,0,0
14:59:20 Jul 20 2026,98,57,3,0,0
14:59:24 Jul 20 2026,98,57,2,0,0
14:59:28 Jul 20 2026,98,60,0,0,0
14:59:32 Jul 20 2026,97,61,0,0,0
14:59:36 Jul 20 2026,98,64,0,0,0
14:59:40 Jul 20 2026,98,61,0,0,0
14:59:44 Jul 20 2026,98,58,0,0,0
14:59:48 Jul 20 2026,98,58,0,0,0
14:59:52 Jul 20 2026,98,59,0,0,0
14:59:56 Jul 20 2026,98,60,0,0,0
15:00:00 Jul 20 2026,98,58,0,0,0
15:00:04 Jul 20 2026,98,57,0,0,0
15:00:08 Jul 20 2026,98,57,0,0,0
15:00:12 Jul 20 2026,98,57,0,0,0
15:00:16 Jul 20 2026,98,59,0,0,0
15:00:20 Jul 20 2026,98,60,0,0,0
15:00:24 Jul 20 2026,98,60,0,0,0
15:00:28 Jul 20 2026,98,58,0,0,0
15:00:32 Jul 20 2026,98,59,0,0,0
15:00:36 Jul 20 2026,98,60,0,0,0
15:00:40 Jul 20 2026,98,60,0,0,0
15:00:44 Jul 20 2026,98,60,0,0,0
15:00:48 Jul 20 2026,98,59,0,0,0
